document_id,Cleaned_Abstract,sentiment
893,,neutral
894,,neutral
895,articl present discus preliminari research new heurist tool learn laboratori activ secondari scienc tool call scienc write heurist use teacher framework design classroom activ theoret scienc write heurist repres bridg tradit laboratori report type write promot person construct mean two eighthgrad class particip use scienc write heurist week stream studi teacher one research collabor develop activ base scienc write heurist teacher implement nineteen target student studi depth characterist report write student understand natur scienc investig use interpret techniqu evid use scienc write heurist facilit student gener mean data make connect among procedur data evid claim engag metacognit student vagu understand natur scienc begin studi modifi complex rich specif understand implic studi write scienc classroom discus john wiley son inc j re sci teach,neutral
896,scientif workflow play import role today scienc mani disciplin reli workflow technolog orchestr execut thousand comput task much research todat focus effici scalabl robust workflow execut especi distribut environ howev mani challeng remain area data manag relat workflow creation execut result manag paper examin issu context entir workflow lifecycl,neutral
897,background narr inquiri form qualit research take stori either raw data product scienc narr seen two kind know reflect distinct evidencebas medicin deriv popul studi narrativebas medicin focus upon singl case similar tension exist field narr inquiri cognitiveorient analyt method affectiveorient method synthesi,neutral
898,forev chang drug discoveri process pharmaceut industri combinatori chemistri methodolog increasingli appli discoveri optim effici catalyst materi see pictur advent new combinatori synthesi screen technolog coupl integr data manag system applic technolog materi scienc catalyst research hold tremend potenti bring high expect new excit field,neutral
899,categor cognit scienc semant categori syntact categori acquisit categori neurosci categor categori learn categori percept infer ground recognit reason categor machin categori learn data mine categori ontolog natur categori,neutral
900,introduc describ scientif workflow ie execut descript automat scientif process comput scienc simul data analys scientif workflow often express term task data ow depend chapter first provid overview characterist featur scientif workflow outlin life cycl detail case studi highlight workflow challeng solut simul manag provid brief overview concret system support variou phase workflow life cycl ie design resourc manag execut proven manag conclud discus communitybas workflow share,neutral
901,access share data essenti conduct advanc scienc articl argu publicli fund research data openli avail maximum extent possibl seiz upon advanc cyberinfrastructur explos data rang scientif disciplin access share publicli fund data must advanc within intern framework beyond technolog solut author member oecd followup group present research find base close report oecd key issu data access well oper principl manag aspect necessari success data access regim,neutral
902,precautionari principl becom enshrin intern law basi european environment legisl howev precautionari decis controversi principl lack clear definit recent commentari european commiss offer guidelin polit transpar applic principl emphas need care review relev scientif data recent precautionari polici limit public exposur radiofrequ energi show principl appli way conflict tradit exposur guidelin major uncertainti still remain standard proof need invok principl,neutral
903,panel data analysi method studi particular subject within multipl site period observ defin time frame within social scienc panel analysi enabl research undertak longitudin analys wide varieti field econom panel data analysi use studi behavior firm wage peopl time polit scienc use studi polit behavior parti organ time use psycholog sociolog health research studi characterist group peopl follow time educ research research studi class student graduat time,neutral
904,abstract student abil complet studi accord design time import factor assess univers accredit good accredit show imag univers problem aris mani student miss complet studi hinder certif learn program purpos studi design applic program support student graduationrel decis studi appli nave bayesian method predict futur opportun base past experi univers al ashalia mander school comput scienc inform system research program studi data mine applic program student graduat classif use nave bay method expect help educ complet studi time develop abil increas accredit research program design success,positive
905,find load data mine knowledg discoveri make sen data book catalogu site choic visit page also join websit book librari show numer book type literatur scienc polit mani catalogu present offer best book find book realli make feel satisfi that book save job deadlin,neutral
906,essenti aspect scienc commun scholar cooper compet pursuit common goal critic compon commun common languag univers standard scholarli citat credit attribut locat retriev articl book propos similar univers standard cite quantit data retain advantag print citat add compon made possibl need due digit form systemat natur quantit data set consist exist subfieldspecif approach although digit librari field includ numer creativ idea limit element appear readi easi practic use scientist journal editor publish librarian archivist,neutral
907,paper evalu datainformationknowledgewisdom dikw hierarchi hierarchi also known knowledg hierarchi part canon inform scienc manag argument offer hierarchi unsound methodolog undesir paper identifi central logic error dikw make paper also identifi date unsatisfactori philosoph posit operation inductiv philosoph backdrop hierarchi paper conclud sketch posit theori valu inform scienc natur compon hierarchi data anyth record semant pragmat sound way inform known literatur weak knowledg knowledg also weak knowledg wisdom possess use requir wide practic knowledg agent appreci fallibl natur knowledg,neutral
908,,neutral
909,gammaray astronom observatori integr succes launch th octob carri two larg gammaray telescop one codedmask imag gammaray telescop onboard integr satellit ibi provid highresolut sky imag circtimescirc energi rang kev mev typic onaxi sensit mcrab kev σ exposur report gener descript ibi codedmask imag system standard ibi scienc data analysi procedur procedur reconstruct clean combin ibi sky imag provid time detect identif preliminari analysi pointlik sourc present field spectral extract also implement base simultan fit sourc background shadowgram model detector imag procedur illustr use ibi data collect inflight calibr present perform discus analysi program describ integr instrument specif softwar integr scienc data center isdc analysi softwar packag current use quick look standard offlin scientif analysi,neutral
910,research recent finish investig think process occur mind student deal data structur research find point paper two elabor one phenomenon programmingcontext think type think stem compar low level abstract gain student data structur cours programmingcontext think caus phenomenon found research one phenomenon percept data structur static dynam also elabor implic data structur instruct discus apart present research result paper serv exampl cognit research kind research still broadli enough done comput scienc educ one purpos paper manifest need research,neutral
911,data document initi ddi emerg metadata standard social scienc ddi activ use mani data specialist archivist research slow recogn benefit standard approach metadata paper outlin ddi evolv sinc incept discus way broaden impact social scienc research commun,neutral
912,research result social behavior scienc often conced less replic research result physic scienc howev direct empir comparison cumul research social physic scienc made date articl note parallel method use quantit synthesi research social physic scienc essenti ident method use test consist research result physic psycholog method use compar consist replic research result physic social scienc methodolog illustr exemplari review domain exemplari comparison suggest result physic experi may strikingli consist social behavior experi data suggest even result physic experi may cumul absolut sen statist criterion argu studi actual cumul found physic data could inform social scientist expect replic experi good condit psychologist social scientist often compar field natur hard scienc ting dismay u social behavior scienc know intuit someth softer less cumul research result physic scienc easi chronicl differ soft hard scienc might lead less cumul research result soft scienc one chronicl provid meehl list differ went argu relianc test statist signific also contribut poorer cumul research result social scienc distinguish research cite pervas presenc interact cronbach histor influenc gergen reason expect cumul social scienc still other kruskal cite low qualiti data social scienc barrier truli cumul social inquiri pessimist view accompani tendenc reconceptu philosophi inquiri format impli less ambiti aspir social knowledg eg cronbach gergen cumul scientif enterpris mean least two thing broadest sen scientif result cumul empir law theoret structur build one anoth later develop extend unifi earlier work idea might call conceptu theoret cumul assess theoret cumul must rather subject narrow less subject indic cumul degre agreement among replic experi degre relat experiment result fit simpl pattern make conceptu sen idea might call empir cumul purpos articl suggest may possibl compar least empir cumul psycholog research research physic scienc exemplari comparison suggest differ may less strike previous imagin mechan comparison deriv recent develop method quantit synthesi research social scienc method use metaanalysi analog method use quantit synthesi research physic scienc particular physicist psychologist use analog method assess consist research result fact make possibl comparison among quantit review physic psycholog one comparison report articl comparison chosen way guarante repres either social scienc research physic scienc research howev effort exert prevent comparison obvious favor one domain addit exampl provid suggest case empir cumul physic scienc could made look far wors data would obvious need support strong conclus seem howev obviou conclus result physic scienc experi cumul social scienc experi much empir sup,positive
913,,neutral
914,data abstract valuabl method organ program make easier modifi maintain inherit allow one implement data abstract relat anoth hierarch paper investig use hierarchi program develop conclud although data abstract import idea hierarchi extend use situat research support nec professorship softwar scienc engin octob oopsla addendum proceed,neutral
915,scienc teach selfefficaci may one area import overlook implement chang improv scienc teach elementari school qualit studi design examin factor influenc person scienc teach efficaci scienc teach outcom expect elementari teacher base bandura psycholog construct selfefficaci scienc teach selfefficaci relat teacher belief abil teach scienc call person scienc teach efficaci pste belief student abil learn call scienc teach outcom expect stoe data collect elementari teacher involv project enhanc scienc mathemat technolog educ initi data variabl identifi relat scienc teach selfefficaci collect triangul sever selfreport instrument includ scienc teach efficaci belief instrument inservic version stebia teacher score person scienc teach efficaci pste scienc teach outcom expect stoe two subscal stebia along data use develop depth interview question ten teacher vari pste stoe level high moder low purpos select interview regard teacher prepar profession develop sciencerel anteced experi qualit data analysi method constantcomparison cluster use identifi pattern theme within interview data qualit analysi triangul data provid insight develop pste stoe result interview analysi reveal definit find dimens person scienc teach efficaci scienc teach outcom expect theme data indic anteced experi influenc interest scienc teach preservic inservic experi success high qualiti scienc cours workshop access lesser degre stoe find experi influenc stoe limit implic earli scienc experi teacher prepar teacher profession develop present recommend research made pste stoe john wiley son inc,neutral
916,introduct measur factor analysi reliabl valid evalu systemat error integr reliabl valid appendix multipl indic bibliographi index,neutral
917,ing servic recent bennett reiter earlier recommend index abstract specialti journal abstract prepar smaller abstract servic compil frequent abstract includ critic constitut origin public everi author know critic abstract paper literatur search abstract may serv lieu origin articl particularli origin articl foreign languag readili avail citat index use locat abstract quickli identifi unabstract articl author citat index randomaccess comput memori requir special order data storag memori arbitrarili assign dataaddress need known user contrast print citat index must,neutral
918,one key featur escienc encourag archiv releas data avail digitallyprocess form reus almost point collect assum particular process translat data made visibl transport intellig form also requir mechan data qualiti proven trust disconnect produc analyz life stage data four academ project show requir creat difficulti disciplin tacit knowledg craftlik method deepli embed research well disciplin produc nondigit heterogen data data deriv peopl rather materi phenomenon craft practic tacit knowledg featur scientif endeavor disciplin current appear inclin attempt formal least record knowledg discus implic escienc object widespread data reus,neutral
919,voyag encount neptun system includ radio scienc investig mass densiti neptun triton loword gravit harmon neptun vertic structur atmospher ionospher neptun triton composit atmospher neptun characterist ring materi demand experiment requir met success studi larg store collect data begun initi search data reveal detect effect ring materi optic depth τ unknown preliminari repres result includ follow x x kilogram mass neptun triton kilogram per cubic meter respect densiti kilomet provision radiu triton j x j x neptun graviti field j j harmon coeffici graviti field equatori polar radius neptun kllomet respect pascal bar pressur level neptun atmospher probe pressur level x pascal effect methan cloud region probabl ammonia absorpt cloud evid data result mix ratio helium ammonia still investig methan abund cloud least percent volum deriv temperaturepressur profil x pascal kelvin k show lap rate correspond frozen equilibrium para orthohydrogen state neptun ionospher exhibit extend topsid temperatur k h domin ion narrow ioniz layer type previous seen three giant planet triton den ionospher peak electron concentr x per cubic meter altitud kilomet measur occult egress topsid plasma temperatur k n princip ion tenuou neutral atmospher triton produc distinct signatur occult data howev accuraci measur limit uncertainti frequenc spacecraft refer oscil preliminari valu surfac pressur pascal equival isotherm temperatur k suggest assumpt molecular nitrogen domin atmospher radio data may show effect thermal invers near surfac evid impli triton atmospher control vaporpressur equilibrium surfac ice temperatur k methan mix ratio,neutral
920,process implement protocol transport scienc data open sourc project network data access protocol opendap group learn consider amount intern anatomi commonli consid monolith concept order commun among group adopt collect deinit observ data metadata make use differenti semant syntact metadata dein categori translat use metadata share deinit categor hope other ind use,neutral
921,research scienc attitud focus mostli teacher variabl learn environ variabl furthermor parent involv literatur outcom variabl interest mostli scienc achiev rather scienc attitud limit research avail joint influenc teacher parent variabl scienc attitud articl propos model parent teacher influenc scienc attitud eighth grader use data base year survey nation educ longitudin studi data analyz use structur equat model methodolog categor data result show avail scienc facil signific direct effect scienc experi parent involv signific direct well indirect effect scienc attitud mediat scienc activ librarymuseum visit scienc activ signific direct effect scienc attitud studi suggest improv qualiti scienc instruct scienc activ school implic scienc educ school turn indirectli affect scienc attitud student importantli find studi provid concret empir evid parent play import role develop scienc attitud student john wiley son inc sci ed,neutral
922,,neutral
923,propos half day tutori weka open sourc data mine softwar packag written java avail wwwcswaikatoacnzmlwekaindexhtml goal tutori introduc faculti packag pedagog possibl use undergradu comput scienc engin curriculum weka system provid rich set power machin learn algorithm data mine task found commerci data mine system includ basic statist visual tool well tool preprocess classif cluster avail easi use graphic user interfac,neutral
924,paper explor natur type evid employ particip issu public concern examin document interview member public involv debat way evid use argument issu determin three dimens evid emerg data formal scientif evid base data inform evid eg common sen person experi wider issu imping evid eg environment legal concern particular controversi question formal evid local scientist becam magic bullet pertin question local nonscientist also frame debat author suggest school scienc curriculum includ practic question manipul differ sort real data varieti way pupil equip empow tackl contemporari issu kind,neutral
925,analyz longitudin data academ career conduct interview faculti member determin scope caus gender gap patent among life scientist regress random sampl life scientist year period show woman faculti member patent rate men found gender gap improv time remain larg,neutral
926,,neutral
927,publish respons grow market trend quantit educ albright winston zapp integr businessstatist managementsci text present core statist managementsci method modern unifi spreadsheetori approach focu applic mathemat techniqu book cover busi statist essenti managementsci topic includ examplebas excel spreadsheet approach use cours combin tradit statist managementsci topic though easili use oneterm busi statist cours model applic focu togeth excel spreadsheet addin provid complet learn sourc student practic manag,neutral
928,shown map particular area scienc case inform scienc done use author unit analysi cocit pair author variabl indic distanc analysi assum two author cite togeth closer relationship raw data cocit count drawn onlin social scisearch social scienc citat index period result map show identifi author group akin school inform scienc locat group respect degre central peripher author within group proxim author within group across group boundari border author seem connect variou area research posit author respect map axe arbitrarili set span diverg group order aid interpret cocit analysi author offer new techniqu might contribut understand intellectu structur scienc possibl area extent area reli serial public techniqu establish author well document effect unit analyz subject specialti,neutral
929,,neutral
930,,neutral
931,fundament challeng social scienc move complic correl use predict progress usual reflect interplay theori data tool six area innov princip data tool push frontier scienc longitudin data laboratori experiment improv statist method geograph inform tool biosoci scienc intern replic innov gain power cross disciplinari boundari help attribut causal observ relationship understand natur therebi improv accuraci use predict,neutral
932,massiv quantiti data gener genom research given rise field bioinformaticsan emerg disciplin seek integr comput scienc applic deriv molecular biolog roo identifi two major challeng advanc bioinformat research defin permiss use data releas commun public restrict analysi repost publish data avail proprietari web site,neutral
933,analyz observ measur data import step appli scienc recent increas comput capac result revolut data collect data analysi increas number scientist research student ventur statist data analysi henc need guidanc field previous domin mainli statistician handbook fill gap rang textbook data analysi written dictionari format serv comprehens refer book rapidli grow field howev book structur ordinari dictionari entri separ selfcontain entiti author provid definit short descript also offer overview differ topic therefor handbook also use companion textbook undergradu graduat cours entri given alphabet order group topic topic organ hierarch fashion addit specif entri topic easili found follow crossrefer topdown manner sever figur tabl provid enhanc comprehens topic list acronym help locat full terminolog bibliographi offer suggest read,neutral
934,read great interest perspect creat scienc web bernersle et al aug p agre evolv web technolog enabl creation novel structur inform whose properti dynam fruit studi gener would like point web specif phenomenon associ increas preval inform digit link togeth complic structur complex structur underscor need systemat largescal data mine uncov new pattern social interact make discoveri scienc connect dispar find vision realiz develop new scienc practic data mine focus question answer exist digit librari inform particular today freetext search embodi googl primari mean mine web mani kind inform request handl queri combin gener standard annot page semant web freetext search within often supportedeg fulltext search biophys blog eman government institut within mile chicago furthermor would use develop way leverag small amount highli structur inform semant web goldstandard train set help bootstrap queri cluster larg bodi unstructur inform web whole thu scienc web enumer rang inform request fruit made kind inform infrastructur datamin techniqu need fulfil respons articletitl agre smith gerstein view data mine among mani import area research consid web object scientif inquiri correct point import text mine basi current web search provid new web capabl howev increas amount directli machineread data avail web come exampl databaseproduc equip modern scientif devic dataori applic also clear text mine need augment new data technolog work directli data metadata data mine also excel case point main focu perspect relat interdisciplinari natur emerg scienc web analyt model techniqu need understand web data resid best access integr engin languag develop need abl perform data mine without pull inform central data server scale largest search compani current afford addit data mine provid opportun better search also real polici issu respect inform access user privaci especi multipl data sourc aggreg searchabl form,neutral
935,delay examin effect social scienc public polici long enough succeed chapter wittrock address way social scienc influenc develop polici modern state majon chapter drew idea philosophi scienc adopt idea legal system idea argument first half chapter examin influenc polici three type research product data find idea critic argument brief polici action wherea tradit output polici studi report first kind heavi data conclus statist find review sketchi evid avail suggest set research greater impact becom part advocaci prefer posit second part chapter wrestl norm question stanc research adopt confront question whether advocaci place polici research kit polici research close rel social scienc even though put work cloth gone labour offic chamber govern relinquish scienc label thu polici scienc someth uncomfort thought abandon norm object character scienc embrac notion advocaci suitabl interest group lobbyist,neutral
936,relationship scientif qualiti ethic qualiti consid three aspect research process conduct research data analysi report result area conduct research issu discus involv design recruit causism scientif qualiti cost util discus data analysi consid data drop data exploit metaanalysi issu regard report result includ misrepresent find misrepresent credit failur report result result selfcensor extern censor,neutral
937,,neutral
938,sever measur data depth propos attempt maintain certain robust properti paper list main approach known comput scienc commun properti algorithm mention comput depth point locat,neutral
939,causal model formal theori state relationship precis defin variabl becom indispens tool social scientist collect articl cours book causal model approach theori construct data analysi h blalock jr summar thencurr develop causal model util sociolog polit scienc econom disciplin book provid comprehens multidisciplinari pictur work causal model seek address problem measur social scienc link theori research develop causal modelsorgan five section simpl recurs model path analysi simultan equat techniqu causal approach measur error complic volum contain twentyseven articl eight special commiss section begin introduct explain concept cover section link larger subject provid gener overview theori applic causal modelingblalock argu develop theoret model operation provid verifi predict mani discus subject occur literatur technic social scientist scholar lack strong background mathemat book attempt integr less technic paper written econometrician koopman wold strotz fisher discus causal approach social biolog scienc classic text blalock valuabl sourc materi interest issu measur social scienc construct mathemat model,neutral
940,describ theori techniqu applic remot sen geolog scienc prepar lead expert field written within integr context text organ section scienc interact light surfac acquisit data optic digit process data prepar analysi interpret techniqu applic remot sen data differ disciplin within geolog,neutral
941,abstract scienc great difficulti sometim experienc give hypothes structur inadequaci freudian hypothes highlight attent direct daseinanalysi stay close data perspect focus attent upon phenomenolog tradit suggest certain mathemat framework human geographi inappropri adequaci priori model also question heideggerian perspect gener qualit algebra suggest replac distort function think inherit physic scienc,neutral
942,spectral characterist spectroscopi rock miner principl spectroscopi r clark multispectr thermal infrar data geolog studi hook et al soil reflect e bendor et al geobotani veget map earth scienc ustin et al analysi spectral analysi earth scienc investig j mustard j sunshin integr visual geoscienc data j harri et al applic stratigraphi h lang strategi miner explor c sabin hydrocarbon explor j berri g prost planetari geolog j bell et al sensorscas studi visibl infrar sensor case studi f kruse radar sensor case studi j plaut et al geophys method j broom index,neutral
943,issu relat data preserv share receiv increas tention scientif societi fund agenc broad scientif commun ecologist exampl increasingli use data collect scientist address question broader spatial tempor themat scale eg global chang biodivers sustain data set perfect selfexplanatori ecologist must therefor reli upon set instruct document acquir specif data set determin suitabl meet specif research object accur interpret result subsequ process analysi model metadata repres set instruct document describ content context qualiti structur access data set although geospati metadata standard develop wide endors geograph scienc commun standard yet exist ecolog scienc paper examin potenti benefit cost associ develop implement metadata nongeospati ecolog data present set gener metadata descriptor could serv basi metadata standard nongeospati ecolog data altern strategi metadata implement meet differ organiz investig specif object present final conclud sever recommend relat futur develop implement ecolog metadata,neutral
944,larg proport social scienc investig reli interview data yet research receiv formal train interview author investig novic research develop interview skill report postgradu student experi reflect intens day interview cours data analyz articl includ audiotap transcript indepth interview student written critiqu journal reflect challeng face novic interview conduct indepth interview includ unexpect particip behavior deal consequ interview action subject construct deliv question handl sensit research topic author also discus transcript audiorecord talk includ student reflect concern learn teach interview final author provid recommend teach interview skill purpos social scienc research studi inform teacher qualit research research seek develop interview skill,neutral
945,,neutral
946,radiobiolog properti heavi ion cosmic radiat investig spacelab use biostack monolay biolog test organ sandwich thin foil differ type nuclear track detector biostack expo cosmic radiat sever locat differ shield environ modul pallet evalu physic biolog compon experi date indic gener surviv spaceflight good condit dosimetr data present differ shield environ,positive
947,charl tart tenrn particular wntent conscious specif lbehavior physiolog chang term overal pattern psycholog function analog comput funot clarifi definit c puter complex program mani subroutin reprodam quit differ sort input data may handl quit differ way abl prediot littl knowledg old program effect vari input even though old anld new program subroutin common new program inputoutput interact mlust stjudi blackburn recent note antiscientif attitud furin ax mani talent young peopl ther reinforc clear hang temporarili program turn scienc salnth scientist real understand comput tion propos recogn marijuana intox h c experienc almost valid sensuousintuit apabout ordinari peopl drealm state proach natur treat wmmore formal increasingli hypnogog hypnopomp plamentari classic intellectua signific number peopl experist transit state tween approach ment asc sleep wake seen reject find experi thu gain experi anoth x alcohol scienc mani brightest extrem import philosophi intox student california problem style life conflict rel new cultur inde seriou blaoklburn analysi experi asc atass rnch valid deep enough titud intellectualemot sysimpact produc mari,neutral
948,purpos twopart special issu materi informat bring focu excit develop opportun applic data mine advanc statist analysi materi discoveri design might seem natur assum larg amount data critic seriou informat studi materi scienc applic howev constitut enough data vari significantli structur ceram instanc difficult obtain measur fractur tough fact care measur great valu complex materi similarli reliabl measur fundament constant properti given materi requir use detail measur andor comput techniqu unlik astronom biologist look world environ around gather data analyz find import materi scientist great deal analysi andor experiment get data result number challeng uniqu materi scienc lack suffici data skew dataset miss inform among other hand emerg highthroughput dataacquisit techniqu materi scienc combinatori experiment offer unpreced opportun well challeng datadriven discoveri techniqu wide differ issu data characterist materi scienc offer excit domain applic scienc data mine demonstr paper special issu paper issu cover broad rang applic datadriven research materi scienc cover rang length time scale strive introduc paper challeng importantli opportun exist materi scienc commun comput sciencestatist commun emerg field materi informat paper cover differ aspect materi scienc base classif one type materi anoth rather type materi scienc studi datadriven discoveri provid great benefit mani paper deal data acquisit data mine associ process materi impact properti eg steel polymer fiber catalyst bhadeshia chakraborti datta chen mentg et al other deal impact process microstructur sundararaghavan zabara influenc chemistri crystal structur broderick rajan case similar techniqu use differ problem need link materi informat engin problem lesar also discus final descript materi scienc problem context highdimension inform differ approach reduc dimension discus rajan mendez hope set public serv templat gener long rigor research collabor field data mine materi scienc,neutral
949,,neutral
950,empir analyz empir evid one central goal scientif endeavor understand causal experi seek demonstr causeeffect relat often manipul postul causal factor aart et al describ replic experi report paper publish three highrank psycholog journal assess whether replic origin experi yield result accord sever criterion find onethird onehalf origin find also observ replic studi scienc issu scienceaac largescal assess suggest experiment reproduc psycholog leav lot desir introduct reproduc defin featur scienc extent character current research unknown scientif claim gain credenc statu author origin replic support evid even research exemplari qualiti may irreproduc empir find random systemat error rational concern rate predictor reproduc limit evid potenti problemat practic includ select report select analysi insuffici specif condit necessari suffici obtain result direct replic attempt recreat condit believ suffici obtain previous observ find mean establish reproduc find new data conduct largescal collabor effort obtain initi estim reproduc psycholog scienc result conduct replic experiment correl studi publish three psycholog journal use highpow design origin materi avail singl standard evalu replic success evalu reproduc use signific p valu effect size subject assess replic team metaanalysi effect size mean effect size r replic effect mr sd half magnitud mean effect size origin effect mr sd repres substanti declin ninetyseven percent origin studi signific result p thirtysix percent replic signific result origin effect size confid interv replic effect size effect subject rate replic origin result bia origin result assum combin origin replic result left statist signific effect correl test suggest replic success better predict strength origin evid characterist origin replic team conclus singl indic suffici describ replic success five indic examin way evalu reproduc nonetheless collect result offer clear conclus larg portion replic produc weaker evid origin find despit use materi provid origin author review advanc methodolog fidel high statist power detect origin effect size moreov correl evid consist conclus variat strength initi evid origin p valu predict replic success variat characterist team conduct research experi expertis latter factor certainli influenc replic success appear reproduc well understood incent individu scientist priorit novelti replic innov engin discoveri vital product effect scientif enterpris howev innov idea becom old news fast journal review editor may dismiss new test publish idea unorigin claim alreadi know beli uncertainti scientif evid innov point path possibl replic point path like progress reli replic increas certainti find reproduc promot innov project provid accumul evid mani find psycholog research suggest still work verifi whether know think know origin studi effect size versu replic effect size correl coeffici diagon line repres replic effect size equal origin effect size dot line repres replic effect size point dot line effect opposit direct origin densiti plot separ signific blue nonsignific red effect reproduc defin featur scienc extent character current research unknown conduct replic experiment correl studi publish three psycholog journal use highpow design origin materi avail replic effect half magnitud origin effect repres substanti declin ninetyseven percent origin studi statist signific result thirtysix percent replic statist signific result origin effect size confid interv replic effect size effect subject rate replic origin result bia origin result assum combin origin replic result left statist signific effect correl test suggest replic success better predict strength origin evid characterist origin replic team,neutral
951,signific understand dynam constraint balanc natur facilit rapid develop knowledg enabl technolog includ aircraft combust engin satellit electr power work develop novel framework discov govern equat underli dynam system simpli data measur leverag advanc sparsiti techniqu machin learn result model parsimoni balanc model complex descript abil avoid overfit mani critic datadriven problem understand cognit neural record infer climat pattern determin stabil financi market predict suppress spread diseas control turbul greener transport energi abund data elus law datadriven discoveri dynam continu play import role effort extract govern equat data central challeng mani diver area scienc engin data abund wherea model often remain elus climat scienc neurosci ecolog financ epidemiolog name exampl work combin sparsitypromot techniqu machin learn nonlinear dynam system discov govern equat noisi measur data assumpt structur model import term govern dynam equat spar space possibl function assumpt hold mani physic system appropri basi particular use spar regress determin fewest term dynam govern equat requir accur repres data result parsimoni model balanc accuraci model complex avoid overfit demonstr algorithm wide rang problem simpl canon system includ linear nonlinear oscil chaotic lorenz system fluid vortex shed behind obstacl fluid exampl illustr abil method discov underli dynam system took expert commun nearli year resolv also show method gener parameter system system timevari extern forc,neutral
952,mani scientif field studi data underli structur noneuclidean exampl includ social network comput social scienc sensor network commun function network brain imag regulatori network genet mesh surfac comput graphic mani applic geometr data larg complex case social network scale billion natur target machinelearn techniqu particular would like use deep neural network recent proven power tool broad rang problem comput vision naturallanguag process audio analysi howev tool success data underli euclidean gridlik structur case invari structur built network use model,neutral
953,third gener sloan digit sky survey sdssiii took data use origin sdss widefield imag origin upgrad multiobject fiberf optic spectrograph new nearinfrar highresolut spectrograph novel optic interferomet data sdssiii made public particular paper describ data releas dr includ data acquir juli data releas dr ad data acquir juli includ data includ previou data releas mark end sdssiii observ rel previou public releas dr dr add one million new spectrum galaxi quasar baryon oscil spectroscop survey bos addit deg sky tripl number hband spectrum star part apach point observatori apo galact evolut experi apoge includ repeat accur radial veloc measur star multiobject apo radial veloc exoplanet largearea survey marvel apoge output includ measur abund differ element star total sdssiii ad deg ugriz imag spectrum star part sloan explor galact understand evolut segu survey bos spectrum galaxi quasar star deg apoge spectrum star marvel spectrum star sinc first light sdss imag celesti sphere five band obtain five million astronom spectrum,neutral
954,multifacet futur wind power modern wind turbin alreadi repres tightli optim confluenc materi scienc aerodynam engin veer et al review challeng opportun expand technolog emphasi need interdisciplinari collabor highlight need better understand atmospher physic region taller turbin oper well materi constraint associ scaleup mutual interact turbin site one anoth evolv featur overal electr grid furthermor necessit system approach futur develop scienc issu p eaau background grow global popul increas demand energi servic expect result substanti greater deploy clean energi sourc wind energi alreadi play role mainstream sourc electr driven decad scientif discoveri technolog develop addit research explor design option need drive innov meet futur demand function grow scale deploy expans howev push technolog area scientif engin uncertainti review explor grand challeng wind energi research must address enabl wind energi suppli onethird onehalf even world electr need advanc draw recent intern workshop identifi three grand challeng wind energi research requir progress scientif commun improv understand physic atmospher flow critic zone wind power plant oper ii materi system dynam individu wind turbin iii optim control fleet wind plant compris hundr individu gener work synergist within larger electr grid system grand challeng interrel progress domain must build concurr advanc two character wind power plant oper zone atmospher essenti design next gener evenlarg wind turbin achiev dynam control machin enhanc forecast natur atmospher inflow subsequ enabl control plant manner necessari grid support wind energi scienc challeng bridg previous separ geospati tempor scale extend physic atmospher flexibl aeroelast mechan system diamet ultim electr integr support continent grid system outlook meet grand research challeng wind energi scienc enabl wind power plant futur suppli mani anticip electr system need low cost interdepend grand challeng requir expans integr crossdisciplinari research effort method handl streamlin exchang vast quantiti inform across mani disciplin experiment comput also crucial enabl success integr research moreov research field relat comput data scienc support research commun seek integr model data across scale disciplin cascad scale underli wind energi scientif grand challeng length scale weather system global level boundari layer wind turbin airfoil time scale season fluctuat weather subsecond dynam control balanc electr gener demand must understood manag illustr josh bauer besiki kazaishvili nrel harvest advanc technic system hone decad research develop wind energi becom mainstream energi resourc howev continu innov need realiz potenti wind serv global demand clean energi outlin three interdepend crossdisciplinari grand challeng underpin research endeavor first need deeper understand physic atmospher flow critic zone plant oper second involv scienc engin largest dynam rotat machin world third encompass optim control fleet wind plant work synergist within electr grid address challeng could enabl wind power provid much half global electr need perhap beyond,neutral
955,,neutral
956,,neutral
957,qualit research gain import social scienc gener knowledg qualit data analysi code qualit data decis concern relat research design analyt process import novic research articl offer research new qualit research thorough yet practic introduct vocabulari craft code,neutral
958,summari two main function bioinformat organ analysi biolog data use comput resourc geneiou basic design easytous flexibl desktop softwar applic framework organ analysi biolog data focu molecular sequenc relat data type integr numer industrystandard discoveri analysi tool interact visual gener publicationreadi imag one key contribut research life scienc geneiou public applic program interfac api afford abil leverag exist framework geneiou basic softwar platform virtual unlimit extens custom result increas speed qualiti develop comput tool life scienc due function graphic user interfac avail develop public api geneiou basic repres ideal platform bioinformat commun leverag exist compon integr specif requir discoveri analysi visual biolog data avail implement binari public api freeli avail download httpwwwgeneiouscombas implement java support linux appl osx m window softwar also avail biolinux packag repositori httpnebcnercacuknewsgeneiousonbl contact peterbiomatterscom,neutral
